chrom	start	end	width	strand	score	phyloP	rmsk	name	isBound	TF	chipseq.score	rownames
chr1	19056517	19056535	19	-	14.3203	-0.0934736842105263	False	CTCF	True	CTCF	309.47900390625	TFBS_1044
chr1	20306349	20306367	19	-	10.9066	2.52342105263158	False	CTCF	True	CTCF	215.832992553711	TFBS_1046
chr1	20450296	20450314	19	-	10.0069	2.77921052631579	False	CTCF	True	CTCF	272.411010742188	TFBS_1047
chr1	20554592	20554610	19	-	18.2089	1.23294736842105	False	CTCF	True	CTCF	303.842987060547	TFBS_1050
chr1	21101410	21101428	19	-	21.4525	0.263315789473684	False	CTCF	True	CTCF	347.730010986328	TFBS_1054
chr1	21162002	21162020	19	-	17.6934	0.969684210526316	False	CTCF	True	CTCF	347.730010986328	TFBS_1055
chr1	21218649	21218667	19	-	10.2073	0.0412631578947369	False	CTCF	True	CTCF	448.571014404297	TFBS_1057
chr1	21271653	21271671	19	-	19.8448	0.173894736842105	False	CTCF	True	CTCF	286.093994140625	TFBS_1058
chr1	35266803	35266821	19	+	10.5658	0.202947368421053	False	CTCF	True	CTCF	257.742004394531	TFBS_106
chr1	22487501	22487519	19	-	17.8424	0.298263157894737	False	CTCF	True	CTCF	209.546997070312	TFBS_1064
chr1	35392607	35392625	19	+	14.9791	0.255	False	CTCF	True	CTCF	169.733001708984	TFBS_107
chr1	24171647	24171665	19	-	16.3236	1.71694736842105	False	CTCF	True	CTCF	316.433990478516	TFBS_1070
chr1	31153196	31153214	19	-	15.3353	1.037	False	CTCF	True	CTCF	281.661010742188	TFBS_1082
chr1	33743022	33743040	19	-	18.0521	0.0144736842105263	False	CTCF	True	CTCF	514.640014648438	TFBS_1089
chr1	35765682	35765700	19	+	10.2322	-0.176789473684211	False	CTCF	True	CTCF	90.1051025390625	TFBS_109
chr1	33907639	33907657	19	-	10.8166	0.926263157894737	False	CTCF	True	CTCF	252.106994628906	TFBS_1090
chr1	34584204	34584222	19	-	18.7534	-0.356315789473684	False	CTCF	True	CTCF	125.727996826172	TFBS_1095
chr1	34602556	34602574	19	-	23.2186	-0.0571578947368421	False	CTCF	True	CTCF	484.204986572266	TFBS_1096
chr1	35266827	35266845	19	-	16.7453	-0.272736842105263	False	CTCF	True	CTCF	257.742004394531	TFBS_1098
chr1	35716131	35716149	19	-	17.0959	0.338947368421053	False	CTCF	True	CTCF	340.774993896484	TFBS_1102
chr1	35846731	35846749	19	-	14.1764	-0.21121052631579	False	CTCF	True	CTCF	417.276000976562	TFBS_1103
chr1	36253005	36253023	19	-	16.3507	0.488315789473684	False	CTCF	True	CTCF	469.434997558594	TFBS_1104
chr1	36277454	36277472	19	-	18.0642	0.706789473684211	False	CTCF	True	CTCF	431.184997558594	TFBS_1106
chr1	36279386	36279404	19	-	22.8528	0.730526315789474	False	CTCF	True	CTCF	431.184997558594	TFBS_1107
chr1	36321960	36321978	19	-	11.3406	0.865473684210526	False	CTCF	True	CTCF	312.225006103516	TFBS_1108
chr1	36471741	36471759	19	-	15.6392	1.72021052631579	False	CTCF	True	CTCF	239.932998657227	TFBS_1109
chr1	36501477	36501495	19	-	13.5444	0.620263157894737	False	CTCF	True	CTCF	472.911987304688	TFBS_1112
chr1	36557249	36557267	19	-	13.75	1.18989473684211	False	CTCF	True	CTCF	584.247009277344	TFBS_1113
chr1	36635133	36635151	19	-	16.2561	1.30773684210526	False	CTCF	True	CTCF	366.707000732422	TFBS_1114
chr1	36709540	36709558	19	-	11.1381	-0.0234736842105263	False	CTCF	True	CTCF	111.274002075195	TFBS_1116
chr1	36746652	36746670	19	-	15.5843	0.193631578947368	False	CTCF	True	CTCF	459.002990722656	TFBS_1117
chr1	37675637	37675655	19	-	11.6985	0.249842105263158	False	CTCF	True	CTCF	448.571014404297	TFBS_1124
chr1	37705297	37705315	19	-	12.2548	0.484894736842105	False	CTCF	True	CTCF	176.018997192383	TFBS_1125
chr1	37985949	37985967	19	-	19.7861	0.0693157894736842	False	CTCF	True	CTCF	521.594970703125	TFBS_1127
chr1	38130122	38130140	19	-	18.5181	0.924473684210526	False	CTCF	True	CTCF	424.230010986328	TFBS_1129
chr1	38655042	38655060	19	-	11.2555	-0.0118947368421053	False	CTCF	True	CTCF	129.919006347656	TFBS_1131
chr1	38768051	38768069	19	-	21.0064	-0.461894736842105	False	CTCF	True	CTCF	424.230010986328	TFBS_1132
chr1	39211109	39211127	19	-	12.8068	-0.152473684210526	False	CTCF	True	CTCF	274.506011962891	TFBS_1137
chr1	39253923	39253941	19	-	18.0596	0.276526315789474	False	CTCF	True	CTCF	272.411010742188	TFBS_1138
chr1	39936727	39936745	19	-	10.3633	0.454052631578947	False	CTCF	True	CTCF	351.207000732422	TFBS_1145
chr1	40290756	40290774	19	-	11.5723	-0.178631578947368	False	CTCF	True	CTCF	205.356002807617	TFBS_1147
chr1	40658168	40658186	19	-	11.2719	2.78068421052632	False	CTCF	True	CTCF	308.033996582031	TFBS_1151
chr1	40768797	40768815	19	-	10.7016	-0.0801578947368421	False	CTCF	True	CTCF	292.092987060547	TFBS_1152
chr1	42238578	42238596	19	-	19.5063	1.86005263157895	False	CTCF	True	CTCF	180.210006713867	TFBS_1157
chr1	42691403	42691421	19	-	13.2548	3.04947368421053	False	CTCF	True	CTCF	413.798004150391	TFBS_1158
chr1	42718760	42718778	19	-	10.247	0.267315789473684	False	CTCF	True	CTCF	319.911010742188	TFBS_1159
chr1	43066106	43066124	19	-	17.824	1.47094736842105	False	CTCF	True	CTCF	380.161010742188	TFBS_1161
chr1	43264575	43264593	19	-	15.2063	0.941157894736842	False	CTCF	True	CTCF	375.548004150391	TFBS_1162
chr1	45672928	45672946	19	-	12.6099	1.94142105263158	False	CTCF	True	CTCF	208.087997436523	TFBS_1175
chr1	45766351	45766369	19	-	15.833	1.34068421052632	False	CTCF	True	CTCF	278.183990478516	TFBS_1176
chr1	51334140	51334158	19	-	21.4544	1.98584210526316	False	CTCF	True	CTCF	365.115997314453	TFBS_1187
chr1	51615689	51615707	19	-	21.708	1.2561052631579	False	CTCF	True	CTCF	333.821014404297	TFBS_1191
chr1	51998745	51998763	19	-	18.6798	0.834263157894737	False	CTCF	True	CTCF	379.024993896484	TFBS_1196
chr1	52086424	52086442	19	-	11.0811	1.60515789473684	False	CTCF	True	CTCF	144.587005615234	TFBS_1197
chr1	52630618	52630636	19	-	19.3434	-0.568157894736842	False	CTCF	True	CTCF	448.190002441406	TFBS_1201
chr1	55383322	55383340	19	-	20.5999	0.184526315789474	False	CTCF	True	CTCF	469.434997558594	TFBS_1215
chr1	55755931	55755949	19	-	17.3266	0.183315789473684	False	CTCF	True	CTCF	301.197998046875	TFBS_1217
chr1	37448546	37448564	19	+	18.509	0.0357894736842105	False	CTCF	True	CTCF	265.763000488281	TFBS_122
chr1	56195408	56195426	19	-	12.9811	-0.0154210526315789	False	CTCF	True	CTCF	168.070999145508	TFBS_1220
chr1	56977290	56977308	19	-	10.0399	2.93963157894737	False	CTCF	True	CTCF	351.207000732422	TFBS_1222
chr1	57205815	57205833	19	-	19.8881	1.78021052631579	False	CTCF	True	CTCF	352.148986816406	TFBS_1224
chr1	57269921	57269939	19	-	15.4171	0.430473684210526	False	CTCF	True	CTCF	288.615997314453	TFBS_1225
chr1	57394221	57394239	19	-	21.6374	1.45478947368421	False	CTCF	True	CTCF	260.796997070312	TFBS_1227
chr1	58296510	58296528	19	-	17.036	0.810368421052632	False	CTCF	True	CTCF	459.002990722656	TFBS_1235
chr1	58697808	58697826	19	-	11.706	0.14021052631579	False	CTCF	True	CTCF	200.085006713867	TFBS_1237
chr1	58802603	58802621	19	-	11.9585	-0.266473684210526	False	CTCF	True	CTCF	205.160995483398	TFBS_1239
chr1	59484000	59484018	19	-	14.2703	5.42905263157895	False	CTCF	True	CTCF	245.169998168945	TFBS_1241
chr1	59584824	59584842	19	-	13.3765	0.627052631578947	False	CTCF	True	CTCF	452.049011230469	TFBS_1242
chr1	59623517	59623535	19	-	22.8606	1.03347368421053	False	CTCF	True	CTCF	512.216979980469	TFBS_1244
chr1	60823131	60823149	19	-	11.004	0.690421052631579	False	CTCF	True	CTCF	393.947998046875	TFBS_1246
chr1	37678595	37678613	19	+	11.1757	-0.185263157894737	False	CTCF	True	CTCF	448.571014404297	TFBS_125
chr1	61771421	61771439	19	-	18.3038	1.79705263157895	False	CTCF	True	CTCF	330.342987060547	TFBS_1251
chr1	62718093	62718111	19	-	12.4483	1.51947368421053	False	CTCF	True	CTCF	459.002990722656	TFBS_1256
chr1	62929704	62929722	19	-	17.3298	0.579	False	CTCF	True	CTCF	408.173004150391	TFBS_1258
chr1	37891597	37891615	19	+	17.002	0.232368421052632	False	CTCF	True	CTCF	88.5875015258789	TFBS_126
chr1	65010369	65010387	19	-	20.7042	0.0599999999999999	False	CTCF	True	CTCF	504.213989257812	TFBS_1267
chr1	65178397	65178415	19	-	17.3955	-0.360421052631579	False	CTCF	True	CTCF	417.276000976562	TFBS_1269
chr1	71531888	71531906	19	-	15.4469	1.05773684210526	False	CTCF	True	CTCF	456.192993164062	TFBS_1283
chr1	72123841	72123859	19	-	22.0157	1.16384210526316	False	CTCF	True	CTCF	455.526000976562	TFBS_1284
chr1	72142050	72142068	19	-	15.1847	1.26310526315789	False	CTCF	True	CTCF	448.190002441406	TFBS_1285
chr1	72220176	72220194	19	-	13.0178	0.399421052631579	False	CTCF	True	CTCF	297.555999755859	TFBS_1286
chr1	72855098	72855116	19	-	15.6624	0.585473684210526	False	CTCF	True	CTCF	484.204986572266	TFBS_1288
chr1	73826493	73826511	19	-	22.2666	1.25189473684211	False	CTCF	True	CTCF	497.252990722656	TFBS_1291
chr1	73862973	73862991	19	-	15.3718	1.06226315789474	False	CTCF	True	CTCF	318.510986328125	TFBS_1292
chr1	73986860	73986878	19	-	16.5248	0.992105263157895	False	CTCF	True	CTCF	358.325012207031	TFBS_1293
chr1	73996451	73996469	19	-	16.5639	0.252052631578947	False	CTCF	True	CTCF	358.325012207031	TFBS_1294
chr1	74083029	74083047	19	-	21.5817	0.350368421052632	False	CTCF	True	CTCF	472.911987304688	TFBS_1295
chr1	74125301	74125319	19	-	20.1047	0.466842105263158	False	CTCF	True	CTCF	361.639007568359	TFBS_1296
chr1	74125376	74125394	19	-	11.8003	0.194263157894737	False	CTCF	True	CTCF	361.639007568359	TFBS_1297
chr1	74131436	74131454	19	-	12.9555	-0.0894736842105263	False	CTCF	True	CTCF	184.401000976562	TFBS_1298
chr1	74279457	74279475	19	-	15.2324	1.84431578947368	False	CTCF	True	CTCF	339.385986328125	TFBS_1300
chr1	74362004	74362022	19	-	17.0383	1.29742105263158	False	CTCF	True	CTCF	404.170989990234	TFBS_1301
chr1	74803108	74803126	19	-	15.6936	2.10552631578947	False	CTCF	True	CTCF	476.390014648438	TFBS_1306
chr1	74808299	74808317	19	-	19.1166	1.37284210526316	False	CTCF	True	CTCF	476.390014648438	TFBS_1307
chr1	74815102	74815120	19	-	15.4769	0.598947368421053	False	CTCF	True	CTCF	139.091995239258	TFBS_1308
chr1	74901880	74901898	19	-	16.7707	1.2558947368421	False	CTCF	True	CTCF	434.661987304688	TFBS_1309
chr1	74915942	74915960	19	-	10.467	-0.371947368421053	False	CTCF	True	CTCF	379.024993896484	TFBS_1310
chr1	75000690	75000708	19	-	18.5002	0.98221052631579	False	CTCF	True	CTCF	563.322021484375	TFBS_1312
chr1	75017053	75017071	19	-	19.4122	2.16515789473684	False	CTCF	True	CTCF	469.434997558594	TFBS_1313
chr1	75142776	75142794	19	-	11.2159	1.41810526315789	False	CTCF	True	CTCF	303.191009521484	TFBS_1315
chr1	75251785	75251803	19	-	19.5369	3.20536842105263	False	CTCF	True	CTCF	493.776000976562	TFBS_1316
chr1	75467794	75467812	19	-	17.9301	1.16115789473684	False	CTCF	True	CTCF	472.200012207031	TFBS_1320
chr1	75559672	75559690	19	-	14.7909	0.753894736842105	False	CTCF	True	CTCF	712.846008300781	TFBS_1325
chr1	75783142	75783160	19	-	15.7223	-0.331736842105263	False	CTCF	True	CTCF	146.046005249023	TFBS_1328
chr1	77516442	77516460	19	-	18.3131	1.08610526315789	False	CTCF	True	CTCF	497.252990722656	TFBS_1329
chr1	79454431	79454449	19	-	14.0038	-0.364157894736842	False	CTCF	True	CTCF	32.5504989624023	TFBS_1332
chr1	80512760	80512778	19	-	18.2134	-0.113473684210526	False	CTCF	True	CTCF	232.97900390625	TFBS_1338
chr1	80522391	80522409	19	-	19.207	-0.673526315789474	False	CTCF	True	CTCF	232.97900390625	TFBS_1340
chr1	80722841	80722859	19	-	19.1011	0.817263157894737	False	CTCF	True	CTCF	199.069000244141	TFBS_1341
chr1	82476464	82476482	19	-	14.1078	0.291526315789474	False	CTCF	True	CTCF	500.730987548828	TFBS_1347
chr1	82839362	82839380	19	-	11.0776	0.987526315789474	False	CTCF	True	CTCF	577.231018066406	TFBS_1349
chr1	83150415	83150433	19	-	17.6787	0.98	False	CTCF	True	CTCF	194.893005371094	TFBS_1355
chr1	83717218	83717236	19	-	16.085	0.755631578947368	False	CTCF	True	CTCF	236.455993652344	TFBS_1356
chr1	84283226	84283244	19	-	16.3598	0.547631578947368	False	CTCF	True	CTCF	323.389007568359	TFBS_1358
chr1	84383679	84383697	19	-	16.2613	0.199315789473684	False	CTCF	True	CTCF	66.068603515625	TFBS_1360
chr1	85114882	85114900	19	-	20.8411	0.661	False	CTCF	True	CTCF	779.236999511719	TFBS_1365
chr1	85287236	85287254	19	-	18.0357	0.472684210526316	False	CTCF	True	CTCF	615.026000976562	TFBS_1366
chr1	86381254	86381272	19	-	15.5826	-0.0754736842105263	False	CTCF	True	CTCF	580.708984375	TFBS_1377
chr1	86430128	86430146	19	-	16.8838	0.545684210526316	False	CTCF	True	CTCF	535.504028320312	TFBS_1379
chr1	39392381	39392399	19	+	18.9286	-0.774421052631579	False	CTCF	True	CTCF	448.571014404297	TFBS_138
chr1	86440697	86440715	19	-	10.896	0.156526315789474	False	CTCF	True	CTCF	535.504028320312	TFBS_1380
chr1	86698930	86698948	19	-	14.9388	0.0106842105263158	False	CTCF	True	CTCF	347.846984863281	TFBS_1385
chr1	86968469	86968487	19	-	14.2459	0.190578947368421	False	CTCF	True	CTCF	73.3413009643555	TFBS_1388
chr1	39522607	39522625	19	+	15.4016	-0.202052631578947	False	CTCF	True	CTCF	472.911987304688	TFBS_139
chr1	87070896	87070914	19	-	22.686	-0.538947368421053	False	CTCF	True	CTCF	385.566009521484	TFBS_1391
chr1	87185039	87185057	19	-	17.2073	0.640526315789474	False	CTCF	True	CTCF	538.981018066406	TFBS_1392
chr1	87187213	87187231	19	-	16.2511	0.302	False	CTCF	True	CTCF	538.981018066406	TFBS_1393
chr1	87608602	87608620	19	-	16.6696	0.418526315789474	False	CTCF	True	CTCF	486.821990966797	TFBS_1394
chr1	88120751	88120769	19	-	17.5448	0.0287894736842105	False	CTCF	True	CTCF	139.731994628906	TFBS_1398
chr1	88121702	88121720	19	-	12.2982	0.118368421052632	False	CTCF	True	CTCF	139.731994628906	TFBS_1399
chr1	39527631	39527649	19	+	18.3178	0.196157894736842	False	CTCF	True	CTCF	472.911987304688	TFBS_140
chr1	88144482	88144500	19	-	17.5448	0.0287894736842105	False	CTCF	True	CTCF	196.848999023438	TFBS_1400
chr1	88145435	88145453	19	-	12.2982	0.118368421052632	False	CTCF	True	CTCF	196.848999023438	TFBS_1401
chr1	88277700	88277718	19	-	12.1387	-0.158	False	CTCF	True	CTCF	659.648986816406	TFBS_1402
chr1	88301805	88301823	19	-	14.7373	0.575052631578947	False	CTCF	True	CTCF	659.648986816406	TFBS_1403
chr1	88706018	88706036	19	-	15.1699	0.86578947368421	False	CTCF	True	CTCF	648.275024414062	TFBS_1405
chr1	89606760	89606778	19	-	19.8737	-0.237894736842105	False	CTCF	True	CTCF	346.216003417969	TFBS_1410
chr1	89943417	89943435	19	-	17.3891	1.96926315789474	False	CTCF	True	CTCF	465.9580078125	TFBS_1414
chr1	90203939	90203957	19	-	14.488	1.92994736842105	False	CTCF	True	CTCF	375.088989257812	TFBS_1417
chr1	90588544	90588562	19	-	17.1271	0.655894736842105	False	CTCF	True	CTCF	459.002990722656	TFBS_1419
chr1	90850084	90850102	19	-	17.3403	0.229421052631579	False	CTCF	True	CTCF	280.118988037109	TFBS_1423
chr1	91211331	91211349	19	-	21.372	0.259210526315789	False	CTCF	True	CTCF	257.320007324219	TFBS_1426
chr1	39761613	39761631	19	+	10.3206	-0.053578947368421	False	CTCF	True	CTCF	310.128997802734	TFBS_143
chr1	91755262	91755280	19	-	17.8469	0.935	False	CTCF	True	CTCF	339.466003417969	TFBS_1430
chr1	91969208	91969226	19	-	16.0203	1.01726315789474	False	CTCF	True	CTCF	337.298004150391	TFBS_1433
chr1	92360492	92360510	19	-	12.8048	0.189368421052632	False	CTCF	True	CTCF	545.935974121094	TFBS_1434
chr1	92834178	92834196	19	-	19.6611	1.21468421052632	False	CTCF	True	CTCF	480.203002929688	TFBS_1437
chr1	92906991	92907009	19	-	14.2874	0.186157894736842	False	CTCF	True	CTCF	312.957000732422	TFBS_1439
chr1	39911701	39911719	19	+	17.1852	-0.17	False	CTCF	True	CTCF	312.957000732422	TFBS_144
chr1	92912475	92912493	19	-	14.8536	-0.210894736842105	False	CTCF	True	CTCF	312.957000732422	TFBS_1440
chr1	93072677	93072695	19	-	13.4775	-0.242	False	CTCF	True	CTCF	383.470001220703	TFBS_1443
chr1	93238379	93238397	19	-	15.2153	0.177947368421053	False	CTCF	True	CTCF	472.911987304688	TFBS_1444
chr1	93445963	93445981	19	-	10.5494	-0.186684210526316	False	CTCF	True	CTCF	155.542007446289	TFBS_1445
chr1	93803826	93803844	19	-	12.2421	-0.568526315789474	False	CTCF	True	CTCF	542.4580078125	TFBS_1449
chr1	40001114	40001132	19	+	14.783	-0.135578947368421	False	CTCF	True	CTCF	284.983001708984	TFBS_145
chr1	97019164	97019182	19	-	19.5658	0.325105263157895	False	CTCF	True	CTCF	278.183990478516	TFBS_1456
chr1	40116603	40116621	19	+	16.3144	1.03957894736842	False	CTCF	True	CTCF	375.548004150391	TFBS_146
chr1	98179247	98179265	19	-	21.7633	1.36642105263158	False	CTCF	True	CTCF	308.130004882812	TFBS_1460
chr1	104979265	104979283	19	-	15.3374	0.554736842105263	False	CTCF	True	CTCF	106.869003295898	TFBS_1468
chr1	105630711	105630729	19	-	22.4027	0.882368421052632	False	CTCF	True	CTCF	229.501998901367	TFBS_1470
chr1	105881163	105881181	19	-	13.3889		False	CTCF	True	CTCF	148.77799987793	TFBS_1472
chr1	105891223	105891241	19	-	12.0688	0.309052631578947	False	CTCF	True	CTCF	379.024993896484	TFBS_1474
chr1	106395713	106395731	19	-	18.7965	1.52273684210526	False	CTCF	True	CTCF	413.798004150391	TFBS_1477
chr1	106717427	106717445	19	-	18.6464	1.54963157894737	False	CTCF	True	CTCF	295.570007324219	TFBS_1479
chr1	107481694	107481712	19	-	17.3234	0.589578947368421	False	CTCF	True	CTCF	364.153991699219	TFBS_1485
chr1	40579951	40579969	19	+	17.3745	1.84578947368421	False	CTCF	True	CTCF	278.183990478516	TFBS_149
chr1	112378848	112378866	19	-	11.0052		False	CTCF	True	CTCF	292.092987060547	TFBS_1492
chr1	112874847	112874865	19	-	13.584	0.945789473684211	False	CTCF	True	CTCF	106.869003295898	TFBS_1496
chr1	118275348	118275366	19	-	18.1966	0.731684210526316	False	CTCF	True	CTCF	337.298004150391	TFBS_1499
chr1	118627836	118627854	19	-	10.7475	0.231789473684211	False	CTCF	True	CTCF	184.401000976562	TFBS_1502
chr1	119120005	119120023	19	-	16.1538	-0.128842105263158	False	CTCF	True	CTCF	316.415008544922	TFBS_1506
chr1	119120104	119120122	19	-	14.2646	0.115684210526316	False	CTCF	True	CTCF	316.415008544922	TFBS_1507
chr1	119256293	119256311	19	-	12.9251	0.0150526315789474	False	CTCF	True	CTCF	272.411010742188	TFBS_1508
chr1	119895189	119895207	19	-	23.6392	1.013	False	CTCF	True	CTCF	528.549011230469	TFBS_1512
chr1	120013315	120013333	19	-	22.6096	0.565578947368421	False	CTCF	True	CTCF	385.980010986328	TFBS_1514
chr1	120093712	120093730	19	-	18.0824	0.407947368421053	False	CTCF	True	CTCF	587.663024902344	TFBS_1515
chr1	120338157	120338175	19	-	15.9817	0.242421052631579	False	CTCF	True	CTCF	243.410995483398	TFBS_1517
chr1	120469086	120469104	19	-	15.7918	1.09505263157895	False	CTCF	True	CTCF	326.893005371094	TFBS_1518
chr1	120686057	120686075	19	-	10.9798	2.91663157894737	False	CTCF	True	CTCF	139.091995239258	TFBS_1520
chr1	121180504	121180522	19	-	17.9248	2.26152631578947	False	CTCF	True	CTCF	295.570007324219	TFBS_1521
chr1	121419271	121419289	19	-	19.8935	1.55242105263158	False	CTCF	True	CTCF	172.072998046875	TFBS_1524
chr1	121549651	121549669	19	-	14.3323	0.636526315789474	False	CTCF	True	CTCF	271.22900390625	TFBS_1525
chr1	126408077	126408095	19	-	16.1026	0.510842105263158	False	CTCF	True	CTCF	168.070999145508	TFBS_1533
chr1	126931915	126931933	19	-	11.7667	1.56510526315789	False	CTCF	True	CTCF	444.18798828125	TFBS_1536
chr1	127459190	127459208	19	-	14.9447	1.89436842105263	False	CTCF	True	CTCF	292.092987060547	TFBS_1538
chr1	127487349	127487367	19	-	22.2602	0.828052631578947	False	CTCF	True	CTCF	368.592987060547	TFBS_1540
chr1	127500408	127500426	19	-	10.2645	0.899736842105263	False	CTCF	True	CTCF	591.140014648438	TFBS_1541
chr1	127680000	127680018	19	-	10.5266	0.397421052631579	False	CTCF	True	CTCF	434.661987304688	TFBS_1542
chr1	130634188	130634206	19	-	12.4358		False	CTCF	True	CTCF	384.162994384766	TFBS_1553
chr1	130784310	130784328	19	-	18.3572	0.185157894736842	False	CTCF	True	CTCF	267.752014160156	TFBS_1554
chr1	130787119	130787137	19	-	12.9259	0.171894736842105	False	CTCF	True	CTCF	267.752014160156	TFBS_1555
chr1	131060471	131060489	19	-	21.1168	1.285	False	CTCF	True	CTCF	399.889007568359	TFBS_1560
chr1	131207650	131207668	19	-	11.9522	0.90678947368421	False	CTCF	True	CTCF	358.161987304688	TFBS_1564
chr1	131246074	131246092	19	-	11.7053	-0.106894736842105	False	CTCF	True	CTCF	375.548004150391	TFBS_1565
chr1	131260559	131260577	19	-	17.592	1.39821052631579	False	CTCF	True	CTCF	493.776000976562	TFBS_1568
chr1	41810498	41810516	19	+	11.7804	3.66915789473684	False	CTCF	True	CTCF	207.45100402832	TFBS_158
chr1	132155941	132155959	19	-	20.8004	1.28173684210526	False	CTCF	True	CTCF	572.242004394531	TFBS_1580
chr1	132288293	132288311	19	-	14.588	1.59405263157895	False	CTCF	True	CTCF	368.592987060547	TFBS_1585
chr1	132331515	132331533	19	-	16.5751	2.50463157894737	False	CTCF	True	CTCF	278.696990966797	TFBS_1588
chr1	41897959	41897977	19	+	18.083	3.70031578947368	False	CTCF	True	CTCF	83.4551010131836	TFBS_159
chr1	132521075	132521093	19	-	12.0312	-0.423684210526316	False	CTCF	True	CTCF	462.480987548828	TFBS_1597
chr1	132594828	132594846	19	-	17.5122	0.470315789473684	False	CTCF	True	CTCF	538.981018066406	TFBS_1598
chr1	132596317	132596335	19	-	15.4984	-0.207842105263158	False	CTCF	True	CTCF	538.981018066406	TFBS_1599
chr1	7398209	7398227	19	+	13.7437		False	CTCF	True	CTCF	316.433990478516	TFBS_16
chr1	42684965	42684983	19	+	18.0013	0.560105263157895	False	CTCF	True	CTCF	413.798004150391	TFBS_160
chr1	133101596	133101614	19	-	20.3594	0.692473684210526	False	CTCF	True	CTCF	455.526000976562	TFBS_1605
chr1	133307553	133307571	19	-	19.4064	0.0840526315789474	False	CTCF	True	CTCF	438.139007568359	TFBS_1607
chr1	133353710	133353728	19	-	12.7649	1.00578947368421	False	CTCF	True	CTCF	587.663024902344	TFBS_1608
chr1	133422841	133422859	19	-	11.8561	0.995842105263158	False	CTCF	True	CTCF	81.5127029418945	TFBS_1611
chr1	133610431	133610449	19	-	19.4026	1.19126315789474	False	CTCF	True	CTCF	504.213989257812	TFBS_1613
chr1	133896497	133896515	19	-	19.4523	1.52752631578947	False	CTCF	True	CTCF	448.190002441406	TFBS_1615
chr1	134046125	134046143	19	-	16.0056	0.727842105263158	False	CTCF	True	CTCF	465.9580078125	TFBS_1616
chr1	134106950	134106968	19	-	19.5105	0.523842105263158	False	CTCF	True	CTCF	484.204986572266	TFBS_1619
chr1	134244374	134244392	19	-	11.8725	1.30910526315789	False	CTCF	True	CTCF	448.571014404297	TFBS_1621
chr1	134291116	134291134	19	-	14.1109	2.8261052631579	False	CTCF	True	CTCF	413.798004150391	TFBS_1622
chr1	135106145	135106163	19	-	19.5925	0.883157894736842	False	CTCF	True	CTCF	511.162994384766	TFBS_1627
chr1	135112846	135112864	19	-	14.6933	0.448	False	CTCF	True	CTCF	511.162994384766	TFBS_1629
chr1	135132597	135132615	19	-	15.0002	1.205	False	CTCF	True	CTCF	511.162994384766	TFBS_1630
chr1	135369268	135369286	19	-	14.5512	-0.123631578947368	False	CTCF	True	CTCF	490.299011230469	TFBS_1637
chr1	135430578	135430596	19	-	13.4843	0.910894736842105	False	CTCF	True	CTCF	245.169998168945	TFBS_1638
chr1	135699546	135699564	19	-	15.9998	1.39631578947368	False	CTCF	True	CTCF	441.617004394531	TFBS_1643
chr1	135753086	135753104	19	-	22.0869	0.722631578947368	False	CTCF	True	CTCF	695.458984375	TFBS_1645
chr1	135790006	135790024	19	-	21.9674	-0.448526315789474	False	CTCF	True	CTCF	488.207000732422	TFBS_1649
