TFBS_cluster	biological.state	Counts	Freqs
86	TFBS_10084	Nucleosome.occupied	276	0.552
87	TFBS_10085	Accessible	85	0.276872964169381
88	TFBS_10085	Nucleosome.occupied	222	0.723127035830619
89	TFBS_10086	Accessible	32	0.158415841584158
90	TFBS_10086	Nucleosome.occupied	170	0.841584158415842
91	TFBS_10087	Accessible	159	0.523026315789474
92	TFBS_10087	Bound	2	0.00657894736842105
93	TFBS_10087	Nucleosome.occupied	143	0.470394736842105
94	TFBS_10088	Accessible	69	0.301310043668122
95	TFBS_10088	Bound	14	0.0611353711790393
96	TFBS_10088	Nucleosome.occupied	146	0.637554585152838
97	TFBS_10093	Accessible	6	0.0612244897959184
98	TFBS_10093	Bound	34	0.346938775510204
99	TFBS_10093	Nucleosome.occupied	58	0.591836734693878
100	TFBS_10094	Accessible	30	0.517241379310345
101	TFBS_10094	Bound	4	0.0689655172413793
102	TFBS_10094	Nucleosome.occupied	24	0.413793103448276
103	TFBS_10097	Accessible	204	0.465753424657534
104	TFBS_10097	Bound	1	0.00228310502283105
105	TFBS_10097	Nucleosome.occupied	233	0.531963470319635
106	TFBS_1010	Accessible	321	0.667359667359667
107	TFBS_1010	Nucleosome.occupied	160	0.332640332640333
108	TFBS_10102	Accessible	392	0.416135881104034
109	TFBS_10102	Bound	32	0.0339702760084926
110	TFBS_10102	Nucleosome.occupied	518	0.549893842887473
111	TFBS_10103	Accessible	156	0.197218710493047
112	TFBS_10103	Bound	552	0.697850821744627
113	TFBS_10103	Nucleosome.occupied	83	0.104930467762326
114	TFBS_10104	Accessible	66	0.434210526315789
115	TFBS_10104	Bound	1	0.00657894736842105
116	TFBS_10104	Nucleosome.occupied	85	0.559210526315789
117	TFBS_10110	Accessible	36	0.0911392405063291
118	TFBS_10110	Bound	190	0.481012658227848
119	TFBS_10110	Nucleosome.occupied	169	0.427848101265823
120	TFBS_10111	Accessible	45	0.144694533762058
121	TFBS_10111	Bound	222	0.713826366559486
122	TFBS_10111	Nucleosome.occupied	44	0.141479099678457
123	TFBS_10113	Accessible	38	0.59375
124	TFBS_10113	Bound	14	0.21875
125	TFBS_10113	Nucleosome.occupied	12	0.1875
126	TFBS_10116	Nucleosome.occupied	29	1
127	TFBS_10119	Accessible	47	0.494736842105263
128	TFBS_10119	Bound	30	0.315789473684211
129	TFBS_10119	Nucleosome.occupied	18	0.189473684210526
130	TFBS_1012	Accessible	201	0.5
131	TFBS_1012	Bound	13	0.0323383084577114
132	TFBS_1012	Nucleosome.occupied	188	0.467661691542289
133	TFBS_1013	Accessible	93	0.385892116182573
134	TFBS_1013	Bound	92	0.381742738589212
135	TFBS_1013	Nucleosome.occupied	56	0.232365145228216
136	TFBS_1014	Accessible	48	0.545454545454545
137	TFBS_1014	Nucleosome.occupied	40	0.454545454545455
138	TFBS_10149	Accessible	140	0.405797101449275
139	TFBS_10149	Bound	153	0.443478260869565
140	TFBS_10149	Nucleosome.occupied	52	0.150724637681159
141	TFBS_1015	Accessible	14	0.189189189189189
142	TFBS_1015	Bound	54	0.72972972972973
143	TFBS_1015	Nucleosome.occupied	6	0.0810810810810811
144	TFBS_10157	Accessible	108	0.451882845188285
145	TFBS_10157	Bound	7	0.0292887029288703
146	TFBS_10157	Nucleosome.occupied	124	0.518828451882845
147	TFBS_10168	Accessible	24	0.125
148	TFBS_10168	Bound	147	0.765625
149	TFBS_10168	Nucleosome.occupied	21	0.109375
150	TFBS_10169	Accessible	104	0.199616122840691
151	TFBS_10169	Bound	343	0.658349328214971
152	TFBS_10169	Nucleosome.occupied	74	0.142034548944338
153	TFBS_1017	Accessible	44	0.396396396396396
154	TFBS_1017	Bound	16	0.144144144144144
155	TFBS_1017	Nucleosome.occupied	51	0.459459459459459
156	TFBS_10171	Accessible	48	0.372093023255814
157	TFBS_10171	Bound	63	0.488372093023256
158	TFBS_10171	Nucleosome.occupied	18	0.13953488372093
159	TFBS_10179	Accessible	44	0.54320987654321
160	TFBS_10179	Nucleosome.occupied	37	0.45679012345679
161	TFBS_1018	Accessible	58	0.41726618705036
162	TFBS_1018	Bound	59	0.424460431654676
163	TFBS_1018	Nucleosome.occupied	22	0.158273381294964
164	TFBS_10181	Accessible	102	0.476635514018692
165	TFBS_10181	Bound	69	0.322429906542056
166	TFBS_10181	Nucleosome.occupied	43	0.200934579439252
167	TFBS_10187	Accessible	49	0.159090909090909
168	TFBS_10187	Bound	7	0.0227272727272727
169	TFBS_10187	Nucleosome.occupied	252	0.818181818181818
170	TFBS_10188	Accessible	4	0.153846153846154
171	TFBS_10188	Bound	21	0.807692307692308
172	TFBS_10188	Nucleosome.occupied	1	0.0384615384615385
173	TFBS_10189	Accessible	33	0.11913357400722
174	TFBS_10189	Bound	199	0.71841155234657
175	TFBS_10189	Nucleosome.occupied	45	0.162454873646209
176	TFBS_10190	Accessible	108	0.31304347826087
177	TFBS_10190	Bound	47	0.136231884057971
178	TFBS_10190	Nucleosome.occupied	190	0.550724637681159
179	TFBS_10193	Accessible	62	0.281818181818182
180	TFBS_10193	Bound	69	0.313636363636364
181	TFBS_10193	Nucleosome.occupied	89	0.404545454545455
182	TFBS_10196	Accessible	124	0.164893617021277
183	TFBS_10196	Bound	441	0.586436170212766
184	TFBS_10196	Nucleosome.occupied	187	0.248670212765957
185	TFBS_102	Accessible	41	0.173728813559322
186	TFBS_102	Bound	167	0.707627118644068
187	TFBS_102	Nucleosome.occupied	28	0.11864406779661
188	TFBS_1020	Accessible	23	0.425925925925926
189	TFBS_1020	Bound	7	0.12962962962963
190	TFBS_1020	Nucleosome.occupied	24	0.444444444444444
191	TFBS_10200	Accessible	33	0.239130434782609
192	TFBS_10200	Bound	86	0.623188405797101
193	TFBS_10200	Nucleosome.occupied	19	0.13768115942029
194	TFBS_10203	Accessible	74	0.536231884057971
195	TFBS_10203	Bound	1	0.0072463768115942
196	TFBS_10203	Nucleosome.occupied	63	0.456521739130435
197	TFBS_10206	Accessible	10	0.0917431192660551
198	TFBS_10206	Bound	89	0.81651376146789
199	TFBS_10206	Nucleosome.occupied	10	0.0917431192660551
200	TFBS_10211	Accessible	301	0.365291262135922
201	TFBS_10211	Nucleosome.occupied	523	0.634708737864078
202	TFBS_10213	Accessible	25	0.124378109452736
203	TFBS_10213	Bound	113	0.562189054726368
204	TFBS_10213	Nucleosome.occupied	63	0.313432835820896
205	TFBS_10219	Accessible	58	0.160664819944598
206	TFBS_10219	Bound	233	0.645429362880886
207	TFBS_10219	Nucleosome.occupied	70	0.193905817174515
208	TFBS_10222	Accessible	100	0.662251655629139
209	TFBS_10222	Bound	23	0.152317880794702
210	TFBS_10222	Nucleosome.occupied	28	0.185430463576159
211	TFBS_10228	Accessible	236	0.825174825174825
212	TFBS_10228	Bound	3	0.0104895104895105
213	TFBS_10228	Nucleosome.occupied	47	0.164335664335664
214	TFBS_10229	Accessible	50	0.25
215	TFBS_10229	Bound	18	0.09
216	TFBS_10229	Nucleosome.occupied	132	0.66
217	TFBS_10236	Accessible	66	0.366666666666667
218	TFBS_10236	Bound	93	0.516666666666667
219	TFBS_10236	Nucleosome.occupied	21	0.116666666666667
220	TFBS_10238	Accessible	229	0.371150729335494
221	TFBS_10238	Bound	232	0.376012965964344
222	TFBS_10238	Nucleosome.occupied	156	0.252836304700162
223	TFBS_10242	Accessible	138	0.257462686567164
224	TFBS_10242	Bound	358	0.667910447761194
225	TFBS_10242	Nucleosome.occupied	40	0.0746268656716418
226	TFBS_10244	Accessible	88	0.309859154929577
227	TFBS_10244	Bound	121	0.426056338028169
228	TFBS_10244	Nucleosome.occupied	75	0.264084507042254
229	TFBS_10249	Accessible	132	0.552301255230126
230	TFBS_10249	Bound	4	0.0167364016736402
231	TFBS_10249	Nucleosome.occupied	103	0.430962343096234
232	TFBS_10251	Accessible	14	0.160919540229885
233	TFBS_10251	Nucleosome.occupied	73	0.839080459770115
234	TFBS_10253	Accessible	69	0.5
235	TFBS_10253	Bound	60	0.434782608695652
236	TFBS_10253	Nucleosome.occupied	9	0.0652173913043478
237	TFBS_10257	Accessible	25	0.0892857142857143
238	TFBS_10257	Bound	37	0.132142857142857
239	TFBS_10257	Nucleosome.occupied	218	0.778571428571429
240	TFBS_10258	Accessible	12	0.2
241	TFBS_10258	Bound	2	0.0333333333333333
242	TFBS_10258	Nucleosome.occupied	46	0.766666666666667
243	TFBS_10259	Accessible	94	0.573170731707317
244	TFBS_10259	Bound	1	0.00609756097560976
245	TFBS_10259	Nucleosome.occupied	69	0.420731707317073
246	TFBS_10260	Accessible	11	0.117021276595745
247	TFBS_10260	Bound	75	0.797872340425532
248	TFBS_10260	Nucleosome.occupied	8	0.0851063829787234
249	TFBS_10261	Accessible	245	0.623409669211196
250	TFBS_10261	Bound	5	0.0127226463104326
251	TFBS_10261	Nucleosome.occupied	143	0.363867684478371
252	TFBS_10263	Accessible	207	0.541884816753927
253	TFBS_10263	Bound	49	0.128272251308901
254	TFBS_10263	Nucleosome.occupied	126	0.329842931937173
255	TFBS_10265	Accessible	28	0.14
256	TFBS_10265	Nucleosome.occupied	172	0.86
257	TFBS_10268	Accessible	13	0.183098591549296
258	TFBS_10268	Bound	26	0.366197183098592
259	TFBS_10268	Nucleosome.occupied	32	0.450704225352113
260	TFBS_1027	Accessible	222	0.529832935560859
261	TFBS_1027	Bound	84	0.200477326968974
262	TFBS_1027	Nucleosome.occupied	113	0.269689737470167
263	TFBS_10271	Accessible	50	0.15015015015015
264	TFBS_10271	Bound	196	0.588588588588589
265	TFBS_10271	Nucleosome.occupied	87	0.261261261261261
266	TFBS_10272	Accessible	171	0.451187335092348
267	TFBS_10272	Bound	156	0.411609498680739
268	TFBS_10272	Nucleosome.occupied	52	0.137203166226913
269	TFBS_10277	Accessible	153	0.552346570397112
270	TFBS_10277	Bound	111	0.40072202166065
271	TFBS_10277	Nucleosome.occupied	13	0.0469314079422383
272	TFBS_10278	Accessible	160	0.761904761904762
273	TFBS_10278	Bound	4	0.019047619047619
274	TFBS_10278	Nucleosome.occupied	46	0.219047619047619
275	TFBS_10279	Accessible	48	0.432432432432432
276	TFBS_10279	Bound	34	0.306306306306306
277	TFBS_10279	Nucleosome.occupied	29	0.261261261261261
278	TFBS_1028	Accessible	54	0.236842105263158
279	TFBS_1028	Bound	47	0.206140350877193
280	TFBS_1028	Nucleosome.occupied	127	0.557017543859649
281	TFBS_10281	Accessible	33	0.523809523809524
282	TFBS_10281	Bound	29	0.46031746031746
283	TFBS_10281	Nucleosome.occupied	1	0.0158730158730159
284	TFBS_10282	Accessible	16	0.161616161616162
285	TFBS_10282	Nucleosome.occupied	83	0.838383838383838
286	TFBS_10286	Accessible	81	0.623076923076923
287	TFBS_10286	Bound	11	0.0846153846153846
288	TFBS_10286	Nucleosome.occupied	38	0.292307692307692
289	TFBS_10289	Accessible	32	0.40506329113924
290	TFBS_10289	Bound	3	0.0379746835443038
291	TFBS_10289	Nucleosome.occupied	44	0.556962025316456
292	TFBS_10291	Accessible	67	0.204268292682927
293	TFBS_10291	Bound	216	0.658536585365854
294	TFBS_10291	Nucleosome.occupied	45	0.13719512195122
295	TFBS_10293	Accessible	17	0.377777777777778
296	TFBS_10293	Bound	14	0.311111111111111
297	TFBS_10293	Nucleosome.occupied	14	0.311111111111111
298	TFBS_10296	Accessible	31	0.14975845410628
299	TFBS_10296	Bound	122	0.589371980676328
300	TFBS_10296	Nucleosome.occupied	54	0.260869565217391
301	TFBS_10298	Accessible	18	0.4
302	TFBS_10298	Bound	9	0.2
303	TFBS_10298	Nucleosome.occupied	18	0.4
304	TFBS_10302	Accessible	71	0.219135802469136
305	TFBS_10302	Bound	20	0.0617283950617284
306	TFBS_10302	Nucleosome.occupied	233	0.719135802469136
307	TFBS_10303	Accessible	17	0.118055555555556
308	TFBS_10303	Bound	41	0.284722222222222
309	TFBS_10303	Nucleosome.occupied	86	0.597222222222222
310	TFBS_10305	Accessible	89	0.563291139240506
311	TFBS_10305	Bound	37	0.234177215189873
312	TFBS_10305	Nucleosome.occupied	32	0.20253164556962
313	TFBS_10313	Accessible	11	0.234042553191489
314	TFBS_10313	Bound	26	0.553191489361702
315	TFBS_10313	Nucleosome.occupied	10	0.212765957446809
316	TFBS_10315	Accessible	49	0.201646090534979
317	TFBS_10315	Nucleosome.occupied	194	0.798353909465021
318	TFBS_10318	Accessible	51	0.307228915662651
319	TFBS_10318	Bound	73	0.439759036144578
320	TFBS_10318	Nucleosome.occupied	42	0.253012048192771
321	TFBS_10322	Accessible	11	0.25
322	TFBS_10322	Bound	9	0.204545454545455
323	TFBS_10322	Nucleosome.occupied	24	0.545454545454545
324	TFBS_10323	Accessible	10	0.27027027027027
325	TFBS_10323	Bound	24	0.648648648648649
326	TFBS_10323	Nucleosome.occupied	3	0.0810810810810811
327	TFBS_10335	Accessible	17	0.320754716981132
328	TFBS_10335	Bound	1	0.0188679245283019
329	TFBS_10335	Nucleosome.occupied	35	0.660377358490566
330	TFBS_10336	Accessible	162	0.385714285714286
331	TFBS_10336	Bound	152	0.361904761904762
332	TFBS_10336	Nucleosome.occupied	106	0.252380952380952
333	TFBS_10339	Accessible	287	0.735897435897436
334	TFBS_10339	Bound	65	0.166666666666667
335	TFBS_10339	Nucleosome.occupied	38	0.0974358974358974
336	TFBS_1034	Accessible	653	0.760186263096624
337	TFBS_1034	Bound	41	0.0477299185098952
338	TFBS_1034	Nucleosome.occupied	165	0.192083818393481
339	TFBS_10341	Accessible	26	0.433333333333333
340	TFBS_10341	Bound	4	0.0666666666666667
341	TFBS_10341	Nucleosome.occupied	30	0.5
342	TFBS_10360	Accessible	108	0.593406593406593
343	TFBS_10360	Bound	2	0.010989010989011
344	TFBS_10360	Nucleosome.occupied	72	0.395604395604396
345	TFBS_10366	Accessible	2	0.0148148148148148
346	TFBS_10366	Bound	114	0.844444444444444
347	TFBS_10366	Nucleosome.occupied	19	0.140740740740741
348	TFBS_10372	Accessible	219	0.531553398058252
349	TFBS_10372	Bound	4	0.00970873786407767
350	TFBS_10372	Nucleosome.occupied	189	0.45873786407767
351	TFBS_10373	Accessible	131	0.430921052631579
352	TFBS_10373	Bound	111	0.365131578947368
353	TFBS_10373	Nucleosome.occupied	62	0.203947368421053
354	TFBS_10374	Accessible	15	0.625
355	TFBS_10374	Nucleosome.occupied	9	0.375
356	TFBS_10377	Accessible	152	0.644067796610169
357	TFBS_10377	Bound	49	0.207627118644068
358	TFBS_10377	Nucleosome.occupied	35	0.148305084745763
359	TFBS_10389	Accessible	39	0.123417721518987
360	TFBS_10389	Bound	159	0.503164556962025
361	TFBS_10389	Nucleosome.occupied	118	0.373417721518987
362	TFBS_10390	Accessible	42	0.28
363	TFBS_10390	Bound	27	0.18
364	TFBS_10390	Nucleosome.occupied	81	0.54
365	TFBS_10392	Accessible	561	0.656908665105386
366	TFBS_10392	Bound	100	0.117096018735363
367	TFBS_10392	Nucleosome.occupied	193	0.225995316159251
368	TFBS_10395	Accessible	117	0.653631284916201
369	TFBS_10395	Bound	26	0.145251396648045
370	TFBS_10395	Nucleosome.occupied	36	0.201117318435754
371	TFBS_10396	Accessible	149	0.914110429447853
372	TFBS_10396	Nucleosome.occupied	14	0.0858895705521472
373	TFBS_10397	Accessible	95	0.150078988941548
374	TFBS_10397	Bound	463	0.731437598736177
375	TFBS_10397	Nucleosome.occupied	75	0.118483412322275
376	TFBS_104	Accessible	32	0.184971098265896
377	TFBS_104	Bound	21	0.121387283236994
378	TFBS_104	Nucleosome.occupied	120	0.69364161849711
379	TFBS_10401	Accessible	52	0.371428571428571
380	TFBS_10401	Bound	6	0.0428571428571429
381	TFBS_10401	Nucleosome.occupied	82	0.585714285714286
382	TFBS_10407	Accessible	98	0.526881720430108
383	TFBS_10407	Bound	7	0.0376344086021505
384	TFBS_10407	Nucleosome.occupied	81	0.435483870967742
385	TFBS_10409	Accessible	26	0.426229508196721
386	TFBS_10409	Bound	25	0.409836065573771
387	TFBS_10409	Nucleosome.occupied	10	0.163934426229508
388	TFBS_10411	Accessible	444	0.173981191222571
389	TFBS_10411	Bound	561	0.219827586206897
390	TFBS_10411	Nucleosome.occupied	1547	0.606191222570533
391	TFBS_10413	Accessible	31	0.166666666666667
392	TFBS_10413	Bound	8	0.043010752688172
393	TFBS_10413	Nucleosome.occupied	147	0.790322580645161
394	TFBS_10414	Accessible	218	0.522781774580336
395	TFBS_10414	Bound	42	0.100719424460432
396	TFBS_10414	Nucleosome.occupied	157	0.376498800959233
397	TFBS_10416	Accessible	192	0.462650602409639
398	TFBS_10416	Bound	2	0.00481927710843374
399	TFBS_10416	Nucleosome.occupied	221	0.532530120481928
400	TFBS_10419	Accessible	240	0.54176072234763
401	TFBS_10419	Bound	42	0.0948081264108352
402	TFBS_10419	Nucleosome.occupied	161	0.363431151241535
403	TFBS_10424	Accessible	59	0.140142517814727
404	TFBS_10424	Bound	175	0.415676959619952
405	TFBS_10424	Nucleosome.occupied	187	0.444180522565321
406	TFBS_10425	Accessible	61	0.442028985507246
407	TFBS_10425	Bound	42	0.304347826086957
408	TFBS_10425	Nucleosome.occupied	35	0.253623188405797
409	TFBS_10427	Accessible	23	0.164285714285714
410	TFBS_10427	Bound	47	0.335714285714286
411	TFBS_10427	Nucleosome.occupied	70	0.5
412	TFBS_10428	Accessible	60	0.170454545454545
413	TFBS_10428	Bound	156	0.443181818181818
414	TFBS_10428	Nucleosome.occupied	136	0.386363636363636
415	TFBS_10429	Accessible	14	0.0958904109589041
416	TFBS_10429	Bound	49	0.335616438356164
417	TFBS_10429	Nucleosome.occupied	83	0.568493150684932
418	TFBS_1043	Accessible	84	0.227027027027027
419	TFBS_1043	Bound	228	0.616216216216216
420	TFBS_1043	Nucleosome.occupied	58	0.156756756756757
421	TFBS_10430	Accessible	27	0.191489361702128
422	TFBS_10430	Bound	1	0.00709219858156028
423	TFBS_10430	Nucleosome.occupied	113	0.801418439716312
424	TFBS_10431	Accessible	124	0.15958815958816
425	TFBS_10431	Bound	209	0.268983268983269
426	TFBS_10431	Nucleosome.occupied	444	0.571428571428571
427	TFBS_10433	Accessible	293	0.626068376068376
428	TFBS_10433	Bound	22	0.047008547008547
429	TFBS_10433	Nucleosome.occupied	153	0.326923076923077
430	TFBS_10434	Accessible	34	0.465753424657534
431	TFBS_10434	Bound	4	0.0547945205479452
432	TFBS_10434	Nucleosome.occupied	35	0.479452054794521
433	TFBS_10437	Accessible	32	0.0507131537242472
434	TFBS_10437	Bound	119	0.188589540412044
435	TFBS_10437	Nucleosome.occupied	480	0.760697305863708
436	TFBS_10438	Accessible	103	0.332258064516129
437	TFBS_10438	Bound	153	0.493548387096774
438	TFBS_10438	Nucleosome.occupied	54	0.174193548387097
439	TFBS_1044	Accessible	212	0.660436137071651
440	TFBS_1044	Bound	15	0.0467289719626168
441	TFBS_1044	Nucleosome.occupied	94	0.292834890965732
442	TFBS_10441	Accessible	96	0.205128205128205
443	TFBS_10441	Bound	47	0.10042735042735
444	TFBS_10441	Nucleosome.occupied	325	0.694444444444444
445	TFBS_10443	Accessible	104	0.298850574712644
446	TFBS_10443	Bound	189	0.543103448275862
447	TFBS_10443	Nucleosome.occupied	55	0.158045977011494
448	TFBS_10444	Accessible	40	0.212765957446809
449	TFBS_10444	Bound	118	0.627659574468085
450	TFBS_10444	Nucleosome.occupied	30	0.159574468085106
451	TFBS_10445	Accessible	152	0.195624195624196
452	TFBS_10445	Bound	164	0.211068211068211
453	TFBS_10445	Nucleosome.occupied	461	0.593307593307593
454	TFBS_10447	Accessible	102	0.143864598025388
455	TFBS_10447	Bound	494	0.696755994358251
456	TFBS_10447	Nucleosome.occupied	113	0.159379407616361
457	TFBS_10449	Accessible	60	0.422535211267606
458	TFBS_10449	Nucleosome.occupied	82	0.577464788732394
459	TFBS_10457	Accessible	24	0.347826086956522
460	TFBS_10457	Bound	31	0.449275362318841
461	TFBS_10457	Nucleosome.occupied	14	0.202898550724638
462	TFBS_1046	Accessible	109	0.315028901734104
463	TFBS_1046	Bound	14	0.0404624277456647
464	TFBS_1046	Nucleosome.occupied	223	0.644508670520231
465	TFBS_10460	Accessible	45	0.189075630252101
466	TFBS_10460	Bound	10	0.0420168067226891
467	TFBS_10460	Nucleosome.occupied	183	0.76890756302521
468	TFBS_10462	Accessible	35	0.368421052631579
469	TFBS_10462	Bound	2	0.0210526315789474
470	TFBS_10462	Nucleosome.occupied	58	0.610526315789474
471	TFBS_10463	Accessible	6	0.109090909090909
472	TFBS_10463	Bound	32	0.581818181818182
473	TFBS_10463	Nucleosome.occupied	17	0.309090909090909
474	TFBS_10465	Accessible	52	0.14404432132964
475	TFBS_10465	Nucleosome.occupied	309	0.85595567867036
476	TFBS_10468	Accessible	32	0.181818181818182
477	TFBS_10468	Bound	128	0.727272727272727
478	TFBS_10468	Nucleosome.occupied	16	0.0909090909090909
479	TFBS_1047	Accessible	142	0.537878787878788
480	TFBS_1047	Bound	20	0.0757575757575758
481	TFBS_1047	Nucleosome.occupied	102	0.386363636363636
482	TFBS_10472	Accessible	63	0.13695652173913
483	TFBS_10472	Bound	11	0.0239130434782609
484	TFBS_10472	Nucleosome.occupied	386	0.839130434782609
485	TFBS_10477	Accessible	49	0.220720720720721
486	TFBS_10477	Bound	126	0.567567567567568
487	TFBS_10477	Nucleosome.occupied	47	0.211711711711712
488	TFBS_10478	Accessible	39	0.105691056910569
489	TFBS_10478	Bound	2	0.00542005420054201
490	TFBS_10478	Nucleosome.occupied	328	0.888888888888889
491	TFBS_10480	Accessible	92	0.275449101796407
492	TFBS_10480	Bound	196	0.586826347305389
493	TFBS_10480	Nucleosome.occupied	46	0.137724550898204
494	TFBS_10481	Accessible	23	0.0916334661354582
495	TFBS_10481	Bound	177	0.705179282868526
496	TFBS_10481	Nucleosome.occupied	51	0.203187250996016
497	TFBS_10484	Accessible	57	0.298429319371728
498	TFBS_10484	Bound	117	0.612565445026178
499	TFBS_10484	Nucleosome.occupied	17	0.0890052356020942
500	TFBS_10486	Accessible	184	0.51830985915493
501	TFBS_10486	Bound	116	0.326760563380282
502	TFBS_10486	Nucleosome.occupied	55	0.154929577464789
503	TFBS_10488	Accessible	21	0.225806451612903
504	TFBS_10488	Bound	60	0.645161290322581
505	TFBS_10488	Nucleosome.occupied	12	0.129032258064516
506	TFBS_10492	Accessible	124	0.704545454545455
507	TFBS_10492	Bound	4	0.0227272727272727
508	TFBS_10492	Nucleosome.occupied	48	0.272727272727273
509	TFBS_1050	Accessible	129	0.253937007874016
510	TFBS_1050	Bound	294	0.578740157480315
511	TFBS_1050	Nucleosome.occupied	85	0.167322834645669
512	TFBS_10502	Accessible	131	0.403076923076923
513	TFBS_10502	Bound	74	0.227692307692308
514	TFBS_10502	Nucleosome.occupied	120	0.369230769230769
515	TFBS_10503	Accessible	136	0.666666666666667
516	TFBS_10503	Bound	41	0.200980392156863
517	TFBS_10503	Nucleosome.occupied	27	0.132352941176471
518	TFBS_10510	Accessible	24	0.171428571428571
519	TFBS_10510	Bound	30	0.214285714285714
520	TFBS_10510	Nucleosome.occupied	86	0.614285714285714
521	TFBS_10511	Accessible	34	0.309090909090909
522	TFBS_10511	Bound	6	0.0545454545454545
523	TFBS_10511	Nucleosome.occupied	70	0.636363636363636
